Author,Total_Papers,Collaboration_Papers,Collaboration_Rate
"Zheng, Peiwen",3,3,1.0
"Yi, Yanqing",1,0,0.0
"Luo, Menglan",1,1,1.0
"Shu, Yaping",1,1,1.0
"Miao, Qing",1,0,0.0
"Liu, Tongrui",1,0,0.0
"Le, Tuan Dinh",2,0,0.0
"Ling, Pick Soon",1,1,1.0
"Ling, Tonny Heng Yew",1,1,1.0
"Han, Jiyea",1,0,0.0
"Liu, Zetai",1,0,0.0
"Chu, Anita S. S.",1,0,0.0
"Luo, Christine T. T.",1,0,0.0
"Zhou, Xiang",2,0,0.0
"He, Deyuan",1,0,0.0
"Zhao, Tong",1,0,0.0
"Jiang, Changle",1,0,0.0
"Jin, Ruijia",1,0,0.0
"Cheng, Zhao",3,3,1.0
"Cheng, Maria Mercedes Consuegra",1,0,0.0
"Zhang, Z.",1,0,0.0
"Yang, Christine",1,1,1.0
"Zhang, Eddie",1,1,1.0
"Zhong, Celine",1,0,0.0
"Liu, Meina",1,0,0.0
"Zhou, X.",1,0,0.0
"Deng, Bin",1,0,0.0
"Kang, Eunki",2,0,0.0
"Huang, Daniel",1,0,0.0
"Mao, Yan",1,0,0.0
"Dong, Jianghu",2,2,1.0
"Su, Dejun",2,2,1.0
"Chu, Pong P.",1,0,0.0
"Gao, Huajian",1,0,0.0
"Li, Peng",1,0,0.0
"Le, Duc-Long",1,0,0.0
"Li, Belle",1,0,0.0
"Hong, Fan",1,0,0.0
"Wu, Che Hsuan David",1,0,0.0
"Wu, Jun",1,0,0.0
"Tang, Jing",1,0,0.0
"Sun, Baoqi",2,0,0.0
"Chen, Che-Han",1,0,0.0
"Chang, Frances Y. M.",1,0,0.0
"Chi, Le Van",1,0,0.0
"Tong, Pearl Shuang Ye",1,1,1.0
"Wu, Carly Yanlin",1,1,1.0
"Yi, Yeojin",1,0,0.0
"Qi, Zhengwen",2,2,1.0
"Du, Mengmeng",1,1,1.0
"Feng, Qiang",1,0,0.0
"Yin, Yufan",2,0,0.0
"Zhang, Rong",1,0,0.0
"Wu, Ying",1,1,1.0
"Wang, Zhiwei",1,0,0.0
"Xue, Yuanxin",1,1,1.0
"Yang, Jack. X. X.",1,1,1.0
"Fang, Jinjing",2,0,0.0
"Li, Erica Ai",1,1,1.0
"Yang, Ashlee",1,0,0.0
"Sheng, Alexander Y.",1,0,0.0
"Gao, Jie",1,1,1.0
"Song, Liwen",1,0,0.0
"Zhang, Shaozeng",1,1,1.0
"Sun, Jeffrey C.",3,0,0.0
"Liang, Jianqiang",1,0,0.0
"Zhang, Wen",1,0,0.0
"Dong, Liyuzhi D.",1,0,0.0
"Hao, Nguyen Thi",1,0,0.0
"Fan, Hongming",1,0,0.0
"Sun, Lixuan",1,0,0.0
"Tang, Arthur",1,1,1.0
"Wu, Michael",1,0,0.0
"Liu, L. B.",1,0,0.0
"Pang, Nicholas Tze Ping",1,0,0.0
"Lin, Grace C.",1,0,0.0
"Gao, Xiaoying",1,0,0.0
"Kang, Woonsun",1,0,0.0
"Lang, Melanie",2,0,0.0
"Lin, Judith C. P.",2,0,0.0
"Liu, Kristine",1,0,0.0
"Lin, Shanyan",2,0,0.0
"Tang, Yu-Hoe",1,1,1.0
"Yang, Eunbyul",1,0,0.0
"Chang, Ting-Han",2,1,0.5
"Zhao, Fangzheng",1,0,0.0
"Lai, Yi-Ju",1,0,0.0
"Dong, Truong Phan Nguyen",1,0,0.0
"Zhang, Chenglong",1,0,0.0
"Liang, Yifei",5,1,0.2
"Song, Jong Eun",1,0,0.0
"Feng, Xiaoqi",2,0,0.0
"He, Dan",3,1,0.3333
"Shi, Hui",4,3,0.75
"Zhang, Shirong",2,0,0.0
"Guo, Chunyue",1,0,0.0
"Le, Dustin Nguyen",1,0,0.0
"Liu, Bo",1,0,0.0
"Rao, V. N. Vimal",1,0,0.0
"Ha, Nguyen Thi Thu",1,1,1.0
"Hai, Tuong Duy",1,1,1.0
"Wang, Xiang-Sheng",1,1,1.0
"Wang, Yu",1,1,1.0
"Song, Juyoung",1,0,0.0
"Liang, Yiqi",1,0,0.0
"Huang, Cen",2,2,1.0
"Shen, Yuyang",2,1,0.5
"Wang, Xuechen",1,1,1.0
"Wu, Yelena P.",1,1,1.0
"Liu, Xiaogang",2,2,1.0
"Shen, Tianruo",2,2,1.0
"Tan, Davin",1,1,1.0
"Li, Jiaxing",1,1,1.0
"Zhou, James H-W.",1,1,1.0
"Liu, Yutong",1,1,1.0
"Wei, Yuchen",1,1,1.0
"Xu, Shuxiang",1,1,1.0
"Kang, Seung-wan",1,0,0.0
"Pei, Bo",2,2,1.0
"Jiang, Yingying",1,0,0.0
"Chang, Jeanie",2,2,1.0
"Fang, Tiffany",2,2,1.0
"Fu, Ruth",2,2,1.0
"Huang, Yaochong",2,2,1.0
"Jiang, Xinquan",1,0,0.0
"Ding, Wenjun",1,0,0.0
"Yao, Christina",1,0,0.0
"Yi, Tammy S. S.",1,0,0.0
"Man, Kaiwen",2,1,0.5
"Yang, Frances M.",2,0,0.0
"Mu, Yuxuan",1,0,0.0
"Zong, Chen",2,0,0.0
"Bai, Yiping",2,0,0.0
"Bao, Yu",3,3,1.0
"Qian, Li",1,0,0.0
"Liu, Xiaoxu",1,0,0.0
"Wang, Xikui",1,0,0.0
"Jin, Seonghan",1,0,0.0
"Li, Tianqing",1,0,0.0
"Zhang, Helen",2,0,0.0
"Qiu, Yinglong",2,0,0.0
"Ren, Jianhua",1,0,0.0
"He, Kai",1,1,1.0
"Qian, Xiaoning",1,1,1.0
"Sun, Yuting",1,0,0.0
"Chang, Daniel Yu-Sheng",2,2,1.0
"Pu, Pu",2,2,1.0
"Ling, Voon Mung",2,0,0.0
"Li, Yanan",1,0,0.0
"Tang, Sai Hong",2,0,0.0
"Chen, Chuchu",1,0,0.0
"Xie, Xian Jin",1,0,0.0
"Jiang, Weiqi",1,1,1.0
"Li, Qingxia",1,0,0.0
"Tang, Shirley Suet-ling",1,0,0.0
"Wang, Wenxing",1,0,0.0
"Le, Liem Bui",1,0,0.0
"Lou, Mimi",1,0,0.0
"Lu, Wei-lun",1,0,0.0
"Yang, Junhe",1,1,1.0
"Tan, Claire Gek Ling",1,1,1.0
"Zhang, Charles",1,1,1.0
"Zhao, Ruheng",1,1,1.0
"Cheng, Wai Khuen",2,0,0.0
"Zuo, Yuanyuan",1,0,0.0
"Lin, Li",1,0,0.0
"Long, Eleanor",1,0,0.0
"Hong, Daeun",1,1,1.0
"Zou, Xiaotian",1,1,1.0
"Le, Minh-Tram",1,1,1.0
"Shan, H.",1,0,0.0
"Wang, Rebecca Yi",1,0,0.0
"Wang, Richert",1,0,0.0
"Pang, Hanqing",1,1,1.0
"Tang, Shiyu",1,1,1.0
"Liu, Ina",1,1,1.0
"Chong, Joey Jia Qi",1,0,0.0
"Lang, Merida",1,0,0.0
"Su, Leona Y-F",1,1,1.0
"Zhang, Jennifer Shiyue",1,1,1.0
"Han, Aysegul",1,0,0.0
"Er, Emre",1,0,0.0
"Zhao, Isaac Dan",1,0,0.0
"Jin, Jooyeon",1,0,0.0
"Long, Christopher Sean",3,0,0.0
"Zhang, Muxin",1,0,0.0
"Teng, Sin Yong",1,0,0.0
"Lin, Yuqing",1,0,0.0
"Liang, Changhao",2,1,0.5
"Zheng, Haoran",1,0,0.0
"Zhang, Aidong",1,0,0.0
"Du, Hanxiang",2,2,1.0
"Yang, Evan",1,0,0.0
"Zheng, Zhe (Zoey)",2,0,0.0
"Gui, Yongsheng",1,1,1.0
"Hu, Can-Ming",1,1,1.0
"Lu, Chenyang",1,1,1.0
"Yang, Junyi",1,0,0.0
"Fan, Yifeng",2,0,0.0
"Liu, Qi",2,0,0.0
"Lang, Yvonne",1,0,0.0
"Chen, Man",1,0,0.0
"Pang, Samarnh",1,1,1.0
"Rao, Amar",1,0,0.0
"Huang, He",1,0,0.0
"Le, Binh",1,1,1.0
"Chong, Rebecca A.",2,0,0.0
"Chen, Lei-Shih",1,1,1.0
"Chen, Wei-Ju",1,1,1.0
"An, Soonok",2,1,0.5
"Song, Kyoung-oh",1,0,0.0
"Lai, Karyn",1,1,1.0
"Lai, Yu-Yi",1,1,1.0
"Zhao, Yan",1,0,0.0
"Qi, Cathy Huaqing",1,1,1.0
"Wang, Qing",2,2,1.0
"Fu, Hongxue",1,1,1.0
"He, Baogang",1,0,0.0
"Er, Haticetul Kubra",1,0,0.0
"Wang, Xiaozhuan",2,0,0.0
"Tan, Yen Shen",1,0,0.0
"Tan, Siow-Ping",1,0,0.0
"Zhang, Lawerence Jun",1,0,0.0
"Han, Yiting",1,0,0.0
"Wang, Yuanheng (Arthur)",1,0,0.0
"Cao, Yujie",1,0,0.0
"Tan, Shuxin",1,0,0.0
"Lin, J.",1,1,1.0
"Yu, W.",1,1,1.0
"Hu, Yating",1,0,0.0
"Yang, Yichen",1,0,0.0
"Tang, Nicole K. Y.",1,0,0.0
"Wu, Eleanor G.",1,0,0.0
"Cheng, Mercedes Consuegra",1,0,0.0
"Yang, Rong",1,0,0.0
"Peng, Suhao",1,0,0.0
"Ren, Wei",1,0,0.0
"Ma, Jennifer",1,0,0.0
"Chang, C. W. David",1,0,0.0
"Ge, Qingfeng",1,1,1.0
"Wang, Lichang",1,1,1.0
"Chen, Shusen",1,1,1.0
"Yu, Allyson",1,1,1.0
"Ma, Chaojun",1,0,0.0
"Tan, Sylvester Chun Kiat",1,0,0.0
"Yang, Chenyi",1,0,0.0
"Du, Juana",1,1,1.0
"Yang, Kaidan",1,0,0.0
"Sun, Seungjong",1,1,1.0
"Song, Samuel Y.",2,1,0.5
"Yi, Eunseon",1,0,0.0
"Yin, Kenneth",2,0,0.0
"Kang, Min Ju",1,0,0.0
"Dou, Yi",1,0,0.0
"Xu, Chunyu",2,1,0.5
"Zhang, Han",4,0,0.0
"Ying, Anna",1,0,0.0
"Tan, Eunice",1,0,0.0
"Jiang, Xu",1,0,0.0
"Tao, Yingxu",1,0,0.0
"Lai, Mun Yee",1,0,0.0
"Liang, Kaixin",1,0,0.0
"Lin, Christine",1,1,1.0
"Wu, Emma Y.",1,1,1.0
"Xu, Qian",3,2,0.6667
"Zhang, Zhuo",2,2,1.0
"Yang, Sarah",1,0,0.0
"Hu, Christopher",1,0,0.0
"Gu, Pamela",1,0,0.0
"Wan, Sirui",2,1,0.5
"Er, Betul",1,0,0.0
"Chen, Yaoyu",1,0,0.0
"Su, Junzhu",4,4,1.0
"Yang, Elaine Chiao Ling",2,1,0.5
"Yao, Buwen",1,0,0.0
"Chen, Eunice Y.",1,0,0.0
"Cheng, Jiaming",1,1,1.0
"Le, Lily",1,0,0.0
"Lai, Jiayen",1,0,0.0
"Chu, Chun",1,1,1.0
"Zheng, Weiwei",1,1,1.0
"Hu, Xinping",1,1,1.0
"Lin, Alexander",1,1,1.0
"Sheng, Jack",1,0,0.0
"Li, XunFei",1,1,1.0
"Chen, Yung-Fang",1,0,0.0
"Xu, Kexin",1,0,0.0
"Lai, Katerina A.",1,0,0.0
"Yu, Sarah",1,0,0.0
"Sun, Sundance Zhihong",1,1,1.0
"Chen, Yulong",1,0,0.0
"Wang, Yuan",2,0,0.0
"Huang, Qi (Helen)",1,0,0.0
"Sun, He",1,0,0.0
"Dong, Yanhong",1,1,1.0
"Du, Chen",2,1,0.5
"Liu, Dongdong",1,0,0.0
"Wu, Yajuan",1,0,0.0
Hong Van Le,1,0,0.0
"Sun, Jasmine",1,0,0.0
"Jin, Seonmi",1,0,0.0
"Fan, Maoyong",1,1,1.0
"Jin, Yanhong",1,1,1.0
"Zhao, Donglin",3,0,0.0
"Liu, Lihan",1,0,0.0
"Yue, Yun",3,0,0.0
"Zhang, Jihong",3,3,1.0
"Yang, Sung Ho",2,0,0.0
"Cheng, Cui",1,1,1.0
"Yang, Qi",1,0,0.0
"Qi, Baiyu",1,0,0.0
"Si, Huili",1,0,0.0
"Long, Kara A.",1,0,0.0
"Kong, Yiren",1,0,0.0
"Zhang, Baosen",1,1,1.0
"Yang, Bo Kyum",1,0,0.0
"Jia, Shijiao",1,0,0.0
"Gu, Xiaoyan",1,1,1.0
"Wang, Peiwen",3,2,0.6667
"Zhong, Qiu",1,1,1.0
"Hong, Hyeri",1,0,0.0
"Wang, Jianing",2,0,0.0
"Wu, Yi-Chin Sarah",1,0,0.0
"Yu, Run",1,0,0.0
"Hua, Jacqueline",1,0,0.0
"Yang, Jingyi",1,1,1.0
"Song, Chieun",2,0,0.0
"Xu, Sihang",1,1,1.0
"Zheng, Zhaoyu",1,1,1.0
"Jiang, Zixi",1,0,0.0
"Yan, Lili",1,0,0.0
"Yao, Xiaofang",1,0,0.0
"Niu, Li",1,0,0.0
"Gao, Qimeng",1,1,1.0
"Kang, Lillian",1,1,1.0
"Ha, Son",1,0,0.0
"Dong, Jingyan",1,0,0.0
"Pan, Tianyu",1,0,0.0
"Ha, Cheyeon",4,0,0.0
"Wang, Zhiru",1,1,1.0
"Yuan, Yihuan",1,1,1.0
"Tan, Siaw Eng",2,0,0.0
"Bi, Nicky Chang",1,1,1.0
"Zhang, Ruonan",1,1,1.0
"Li, Qinyi",1,0,0.0
"Jiang, Siying",1,1,1.0
"Long, Leroy L. I. I. I. I. I. I.",1,0,0.0
"Wang, Mengxing",1,0,0.0
"Tian, Lu",1,1,1.0
"Zhao, Adam",1,1,1.0
"Pan, Jessica",1,0,0.0
"Ha, Thuy Minh",1,1,1.0
"Le, Linh",1,1,1.0
"Le, Laura J.",1,0,0.0
"Li, Xuan",1,0,0.0
"Hui, John",1,1,1.0
"Kang, Stephie Minjung",1,0,0.0
"Ha, Xuan",1,0,0.0
"Chang, Sungmin",1,0,0.0
"Lei, Man-Kit",1,0,0.0
"Le, Nhat Quang",1,0,0.0
"Jiang, Jennifer",1,0,0.0
"Xu, Jian",1,0,0.0
"Song, Jihee",1,0,0.0
"Qiu, Shuang",1,1,1.0
"Zhang, Dongyang",1,1,1.0
"Cheng, Lu Pien",1,0,0.0
"Ding, Kele",1,1,1.0
"Yang, Jingzhen",1,1,1.0
"Xu, Jiameng",1,0,0.0
"Chu, Garam",2,0,0.0
"Gong, Yueying",3,0,0.0
"Ren, Beibei",1,1,1.0
"Shen, Yuqi",1,0,0.0
"Sun, Winnie",1,1,1.0
"Zhuang, Jianrong",1,1,1.0
"Yu, Wanchunzi",1,0,0.0
"Shui, Hong",1,1,1.0
"Zhu, Xinran",1,1,1.0
"Qiu, Jingjing",1,1,1.0
"Yang, Hansen",1,1,1.0
"Zhen, Janet",1,1,1.0
"Chen, Yen Tzu",1,1,1.0
"Su, Zhaohui",1,1,1.0
"Lin, Shiyun",1,0,0.0
"Dang, Mandy",1,1,1.0
"Zhang, Qiyang",2,1,0.5
"Chen, Qu",1,1,1.0
"Le, Duc-Hanh",1,0,0.0
"Luo, Nachuan",1,1,1.0
"Wu, Linmeng",1,1,1.0
"Zhang, Xinyi",1,1,1.0
"Le, Angelina Nhat Hanh",1,0,0.0
"Liao, Yin-Chan",2,0,0.0
"Chi, Olivia",1,0,0.0
"Le, Huy Thanh",1,1,1.0
"Le, Quang-Vuong",1,1,1.0
"Cao, Feng",1,0,0.0
"Yu, Huixian",1,0,0.0
"Chang, Shanti",1,0,0.0
"Han, Jinwook",1,0,0.0
"Li, Xiaomiao",1,0,0.0
"Ji, Linying",1,1,1.0
"An, Linh",1,0,0.0
"Zhang, Xueying",1,0,0.0
"Ji, Feng",1,1,1.0
"Yin, Peng",3,1,0.3333
"Le, Quynh Hoa",2,1,0.5
"Tan, Luc Phan",1,1,1.0
"Mo, Youngmin",1,0,0.0
"Dai, Xiao",1,1,1.0
"Pan, Lei",1,1,1.0
"Miao, Sanfeng",3,1,0.3333
"Yang, Haishan (Sam)",1,1,1.0
"Liu, Chong",1,1,1.0
"Xu, Yihan",1,0,0.0
"Chen, Chwen Jen",1,1,1.0
"Ling, Nie Hui",1,1,1.0
"You, Dokyoung S.",1,0,0.0
"Li, Bailu",1,1,1.0
"Ma, Jing",2,1,0.5
"Ruan, Henry",1,1,1.0
"Zhao, Ran",1,1,1.0
"Zhao, Pengfei",1,0,0.0
"Cai, Qijie Vicky",2,2,1.0
"Tan, Cara N.",1,0,0.0
Thinh Van Le,1,0,0.0
"Sun, Pengyuan",1,1,1.0
"Zheng, Yicong",1,1,1.0
"Li, Ting (Tina)",1,1,1.0
"Yu, Shuai",1,0,0.0
Van Hong Le,1,0,0.0
"Zhu, Liping",1,0,0.0
"Sun, Yihan",1,0,0.0
"Jiang, Yijia",1,0,0.0
"Le, Mai Thi Truc",2,0,0.0
"Lin, Angel",1,0,0.0
"Tang, Yuen Man",1,1,1.0
"Fu, Shuang",1,1,1.0
"Hong, Ji Hyun",2,2,1.0
"Qiu, Tairan",3,2,0.6667
"Jia, Junqing (Jessie)",1,0,0.0
"Bai, Heesoon",1,1,1.0
"Zhao, Steven",1,1,1.0
"Cui, Jiashan",1,1,1.0
"Huo, Huade",1,1,1.0
"Zhang, Jijun",1,1,1.0
"Cheng, Bethany",2,0,0.0
"Pei, Julia",1,1,1.0
"Wang, Angel Y.",1,1,1.0
"Li, You",3,3,1.0
"Wu, Eliza",2,2,1.0
"Lu, Yikai",1,1,1.0
"Gao, Ni",3,1,0.3333
"Ding, Jerry",1,0,0.0
"Fu, Linda",1,0,0.0
"Xue, Zi-Ling",1,0,0.0
"Wang, Xiaojing (Romy)",1,0,0.0
"Jiang, Lei",4,1,0.25
"Cheng, Xiaolu",1,1,1.0
"Lin, Shuo-Yu",1,1,1.0
"Xue, Hong",1,1,1.0
"Deng, Yangyang",2,0,0.0
"Li, Chak",1,1,1.0
"Zhang, Xijuan",1,1,1.0
"Zhou, Linnan",1,1,1.0
"Jiang, Yingtao",1,1,1.0
"Li, Qiwei",1,0,0.0
"Tang, Robert",1,0,0.0
"Fan, Wen",1,1,1.0
"Qian, Yue",1,1,1.0
"He, Ryan",1,0,0.0
"Kang, Connie",1,0,0.0
"Yang, Yao",2,1,0.5
"Li, Mengbi",1,0,0.0
"Xiong, Odyssey",1,1,1.0
"Xiong, Pa Kou",1,1,1.0
"Xiong, Pheechai",1,1,1.0
"Peng, Ming-Te",1,0,0.0
"Hong, Sungtak",1,0,0.0
"Liang, Jingjing",1,0,0.0
"Ji, Kiaying",1,1,1.0
"Chen, Xiaowen",2,0,0.0
"Wang, Zhi",1,0,0.0
"Jiang, Chao",1,1,1.0
"Yin, Jianjun",1,1,1.0
"Tang, Jennifer H.",1,0,0.0
"Long, Nancy",1,0,0.0
"Gao, Yan",1,0,0.0
"Mi, Erica",1,0,0.0
"Chi, Cheng",1,0,0.0
"Dai, L.",1,0,0.0
"Quan, Yixue",1,0,0.0
"Han, Soojin",1,0,0.0
"Hong, Jiin",1,0,0.0
"Jiang, Kefeng",1,1,1.0
"Li, Jianqiao",1,1,1.0
"Zhuo, Linzhao",1,1,1.0
"Kang, Donghyun",2,1,0.5
"Xing, Xue",1,0,0.0
"Bao, Diep Quoc",2,0,0.0
"Ouyang, Ziru",1,0,0.0
"Yu, Larry",2,0,0.0
"Guo, Daibao",1,0,0.0
"Min, Maung K.",2,0,0.0
"Niu, Zhijuan",1,1,1.0
"Yang, Tianxiao",2,1,0.5
"Zhang, Xiaolu",1,0,0.0
"Chen, Emma",1,0,0.0
"Jin, Tonje",1,0,0.0
"Huang, Qiang",1,1,1.0
"Wu, Tsunghsueh",1,0,0.0
"Chen, Ziyue",1,0,0.0
"Yang, Yoon Kwon",1,0,0.0
"Zhang, Chenghui",1,1,1.0
"Jia, Yizhen",1,1,1.0
"Li, Jinghua",1,1,1.0
"Liu, Tzu-Li",1,1,1.0
"Long, Alexandra",1,0,0.0
"Le, Abbey Thu",1,0,0.0
"Zhang, Jiahui",1,0,0.0
"Zhu, Yong",1,0,0.0
"Yong, Shirley A.",1,0,0.0
"Wu, Rongxiu",3,1,0.3333
"Long, Siyi",1,0,0.0
Phan Thi Ngoc Le,1,0,0.0
"Bai, Yifan",1,0,0.0
"Long, Siobhan Dowling",1,1,1.0
"Yang, Jeong-Mo",1,0,0.0
"Zhang, Xian",1,0,0.0
"Song, Jing",1,0,0.0
"Wang, Pauline",1,0,0.0
"Chen, Dadi",1,0,0.0
"Wang, Irene Guannan",1,0,0.0
"Yu, Betty",1,0,0.0
"Lin, Phoebe S.",1,0,0.0
"Hong, Chanmi",1,0,0.0
"Cheng, Helen",1,0,0.0
"Yang, Zhitong",1,1,1.0
"Long, Goldberry",1,0,0.0
"Long, Mark",1,0,0.0
"Tang, Melody",2,0,0.0
"Wang, Yufei",1,0,0.0
"Hou, Feng",1,0,0.0
"Zhou, Wen",1,0,0.0
"Han, Hae Ra",1,0,0.0
"Long, Rex",1,0,0.0
"Cui, Le",3,0,0.0
"Chen, Jiun-Shiu",1,1,1.0
"Su, Grace C.",1,1,1.0
"Zhang, Alicia",1,0,0.0
"Chen, Alexander",1,0,0.0
"Chen, Danni",1,0,0.0
"Chen, Kailin",1,1,1.0
"Lin, Zhihong",1,1,1.0
"Ou, Joyce",1,0,0.0
"Zhang, Zefan",1,0,0.0
"Xu, Zhenyang",1,0,0.0
"Li, Zongqi",1,0,0.0
"Zhang, Chenguang",1,0,0.0
"Kang, Veronica Y.",2,2,1.0
"Zhang, Jiadi",2,0,0.0
"Ding, Li",1,0,0.0
"Yan, Yichuan",1,0,0.0
"Li, Yuqian",1,1,1.0
"Long, Rebecca A.",1,1,1.0
"Wang, Xinrui",1,1,1.0
"Yu, Mallory",1,1,1.0
"Liao, Weiwen",1,0,0.0
"Li, Yifei",1,0,0.0
"Liu, Shubin",1,1,1.0
"Yang, Weitao",1,1,1.0
"Wang, Yudan",1,0,0.0
"Shi, Qi",2,0,0.0
"Li, Wincy",1,0,0.0
"Lang, Meredith",1,0,0.0
"Li, Albert W.",2,0,0.0
"Zhou, Anqi",1,0,0.0
"Huang, Daian",2,0,0.0
"Yu, Xiaoxiao",1,0,0.0
"Dai, Wei",1,0,0.0
"Wei, Lim Ooi",1,0,0.0
"Rao, Nagesh",1,0,0.0
"Han, Chao",1,0,0.0
"Kang, Eunhee",1,0,0.0
"Wang, Yibo",1,0,0.0
"Li, Chenglu",2,2,1.0
"Ma, Yingbo",1,1,1.0
"Song, Yukyeong",1,1,1.0
"Tian, Xiaoyi",1,1,1.0
"Zhao, Manqian",1,0,0.0
"Cheng, Kin Meng",1,1,1.0
"Zhan, Hui",1,1,1.0
"Zhang, Chaoyang",1,0,0.0
"Kang, Melissa",1,1,1.0
"Wan, Angelique",1,1,1.0
"Yu, Joyce",1,1,1.0
"Bu, Julia",1,0,0.0
"Han, David S.",2,0,0.0
"Ji, Yoonjung",1,0,0.0
"Hua, David",1,0,0.0
"Wen, Shen",1,0,0.0
"Xiao, Min",1,0,0.0
"Sima, Ana Margarida Veiga",1,0,0.0
"Ma, Ruizhe",1,0,0.0
"Le, Ha D. H.",1,0,0.0
"Ha, Jade T. K.",1,0,0.0
"Li, Zhien",1,1,1.0
"Liu, Xian",1,1,1.0
"Han, Britta J.",1,0,0.0
"Wang, P.",1,0,0.0
"Tan, Amanda Han Lin",1,1,1.0
"Tan, Doreen Su-Yin",1,1,1.0
"Zhan, Lilian",2,2,1.0
"Long, Tracey",1,0,0.0
"Chen, Sharon F.",1,0,0.0
"Zhang, Janice S.",1,1,1.0
"Ha, Minh Thuy",1,1,1.0
"Le, Phuoc",1,1,1.0
"Zhang, Yichi",1,0,0.0
"Liao, Eric C.",1,0,0.0
"Tan, Mark Z. Y.",1,0,0.0
"Tao, Jeremiah",1,1,1.0
"Chai, Chee Shee",1,1,1.0
"Chen, Yoke Yong",1,1,1.0
"Lei, Leonard Yik Chuan",1,1,1.0
"Chen, Guanliang",2,2,1.0
"Du, Lan",1,1,1.0
"Lin, Jionghao",2,2,1.0
"Tan, Wei",1,1,1.0
"Liu, Chunlin",1,0,0.0
"Gong, Matthew",1,0,0.0
"Tan, Crisann",1,0,0.0
"Chang, S.",1,0,0.0
"Lang, Trudie",1,0,0.0
"Li, Zixi",2,2,1.0
"Zhou, Chen",1,1,1.0
"Gan, Yunn-Hwen",1,0,0.0
"Liang, Rhea",1,0,0.0
"Chen, Nathan W.",1,0,0.0
"Chang, Carolyn",1,0,0.0
"Wu, Esther",1,1,1.0
"Xu, Jingwen",1,0,0.0
"Jin, Ruyun",1,0,0.0
"Le, Giang Ba",1,0,0.0
"Wan, Julian H.",1,0,0.0
"Lin, Rui Jun",1,0,0.0
"Li, Xinyu",1,0,0.0
"Huang, Mengting",1,0,0.0
"Zhao, Nan",2,2,1.0
"Chen, Jenny X.",1,1,1.0
"Li, Danxun",1,0,0.0
"Ding, Ai-Chu Elisha",3,2,0.6667
"Yu, Cheng-Han",1,1,1.0
"Shu, Derek",1,0,0.0
"Long, Elizabeth",1,0,0.0
"Zhang, Yan",1,0,0.0
"Ma, Ting Lan",2,0,0.0
"Ji, Carolyn",1,0,0.0
"Dong, Huamei",1,0,0.0
"Hu, Zijing",2,0,0.0
"Xiao, Haipeng",1,0,0.0
"Huang, Ryan S.",1,0,0.0
"Chang, Jennifer",1,0,0.0
"Sun, YiLing",1,0,0.0
"Yi, Jinseon",1,0,0.0
"Zhu, Yuanyuan",3,0,0.0
"Yang, Yu",1,0,0.0
"Li, Melissa",1,0,0.0
"Liu, Tsailu",1,0,0.0
"Lang, Jessica",1,0,0.0
"Liang, Ya Wen Melissa",1,0,0.0
"Zhang, Heping",1,0,0.0
"Jin, Tao",1,0,0.0
"Lin, Zhiyang",1,0,0.0
"Chao, Felicia Fang Ting",1,1,1.0
"Kong, Eun-Hi",1,0,0.0
"Liu, Dandan",1,0,0.0
"Xie, Andi",1,0,0.0
"Geng, Xue",1,0,0.0
"Qi, Steven S.",1,0,0.0
"Wan, Darius Wei Jun",1,0,0.0
"Hui, Flora",1,0,0.0
"Huang, Jikai",1,0,0.0
"An, Ping",1,0,0.0
"Ban, Kenneth",1,1,1.0
"Chong, Yap Seng",1,1,1.0
"Xiong, Chen Zhi",2,2,1.0
"Wen, Jing",1,0,0.0
"Yin, Linda X.",1,0,0.0
"Song, Michelle",1,0,0.0
"Pang, Priscilla",1,0,0.0
"Xu, Yue",1,0,0.0
"Zhang, Yujian",1,0,0.0
"Cen, Steven",1,1,1.0
"Hui, Alvin",1,1,1.0
"Ma, Runzhuo",1,1,1.0
"You, Jonathan",1,1,1.0
"Kang, Mihyun",1,0,0.0
"Bi, Catherine",1,0,0.0
"Ha, Chungwon",1,1,1.0
"Li, Mingyu",4,0,0.0
"Xu, Mary Jue",1,0,0.0
"Zhu, Yimin",1,0,0.0
"Tan, Jean-Yin",1,0,0.0
"Tu, Qiang",1,0,0.0
"Ban, Kenneth H.",1,1,1.0
"Chong, Lee Seow",1,1,1.0
"Wang, Anna",1,0,0.0
"Wang, Shisong",1,0,0.0
"Jiang, Dan",3,2,0.6667
"Chen, Alice",1,1,1.0
"Wu, Haotian",1,1,1.0
"Zuo, Stephanie W.",1,1,1.0
"Wan, Jonathan C. M.",1,0,0.0
"Cen, Xinjian",1,0,0.0
"Yu, Hao",1,1,1.0
"Song, Min Hae",2,1,0.5
"Chen, Yanru",1,0,0.0
"Zhu, Justin R.",1,0,0.0
"Wang, Chaoran",2,1,0.5
"Teng, Marita S.",1,1,1.0
"Huang, Hsin-Chi",1,0,0.0
"Cong, Lixuan",1,0,0.0
"Chen, Haoyuan",1,1,1.0
"Ma, Yuxing Emily",1,0,0.0
"An, Gia Khuong",1,0,0.0
"Feng, Lawrence",1,0,0.0
"Shi, Chao",2,1,0.5
"Ma, Tianyi",2,0,0.0
"Sun, Lei",1,0,0.0
"Pang, Celeste",1,0,0.0
"Hu, Tien-Ling",1,0,0.0
"Ren, Michael",1,1,1.0
"Su, Y.",1,0,0.0
